ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.071228,0.51535,10.172363,0.404081,1.094169,9.737038,-0.364635,-0.599729,0.144317,-4.0881,11.8209,79.3124,42.0,5.8365,-12.3657,-30.4352,220.3152,-6.5229,-2.4005,5.0,993.19,48.37113,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7700,2018-03-16 11:57:33:139
-0.709274,0.546478,10.373474,0.3001,1.075572,9.742868,-1.23407,-0.519997,0.397376,6.9591,30.497,82.9747,42.0,6.1356,-12.9654,-29.6844,216.2256,-6.2549,-2.0925,5.0,993.19,48.37113,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7740,2018-03-16 11:57:33:179
-0.019745,0.445908,9.877884,0.242757,1.107155,9.740927,-0.726506,-0.591851,-0.011682,4.6397,-0.8751,95.6699,42.0,7.9361,-12.9654,-29.985,222.4142,-6.4002,-1.4745,5.0,993.19,48.37113,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7781,2018-03-16 11:57:33:220
-0.062836,0.388458,9.988007,0.324785,1.097093,9.739676,-0.262085,-0.732234,0.009108,0.612,4.0688,84.3167,42.0,6.8863,-14.0152,-30.1346,217.0704,-6.4233,-1.9099,5.0,993.1833,48.37113,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7820,2018-03-16 11:57:33:259
0.078415,0.328598,10.035889,0.331106,1.098474,9.739308,-0.111744,-0.834231,-0.019509,9.401,10.4169,84.9278,42.0,6.2866,-13.5651,-30.4352,213.5586,-6.4314,-1.9471,5.0,993.2,48.37113,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7861,2018-03-16 11:57:33:300
0.633865,0.441132,9.126099,0.334012,1.10608,9.738347,0.305734,-0.729843,-0.797634,-4.3932,3.2147,70.0347,42.0,5.2353,-13.7161,-30.1346,209.7265,-6.5442,-1.9187,5.0,993.2067,48.37113,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7900,2018-03-16 11:57:33:339
0.468674,0.328598,9.590576,0.40388,0.981813,9.749016,0.073015,-0.690729,-0.290197,-15.7455,-3.0722,61.8559,42.0,5.2353,-14.1663,-30.4352,209.7265,-6.5442,-1.9187,5.0,993.2067,48.37113,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7940,2018-03-16 11:57:33:379
0.562042,0.261566,9.901825,0.45554,0.887425,9.755786,0.089768,-0.639712,-0.059953,-14.1587,-7.4662,58.4988,44.0,5.0858,-14.1663,-31.1844,209.6685,-5.7459,-2.3723,5.0,993.2034,48.37113,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7980,2018-03-16 11:57:33:419
1.251572,0.319016,10.105331,0.559389,0.777781,9.75974,0.739152,-0.4137,0.070369,-7.3228,-9.2366,41.8362,44.0,4.1855,-14.3158,-30.8853,209.9863,-5.1919,-2.6734,5.0,993.18,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8020,2018-03-16 11:57:33:459
1.021729,0.23523,9.415802,0.646958,0.711735,9.759368,0.304973,-0.489004,-0.539422,-10.9239,-13.4479,30.6062,44.0,3.8864,-14.3158,-30.8853,206.8699,-4.4002,-3.4889,5.0,993.18,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8060,2018-03-16 11:57:33:499
0.736816,-0.011383,10.567413,0.777262,0.505235,9.762734,-0.093623,-0.530649,0.551386,-25.0232,-8.8091,35.8553,44.0,3.4363,-12.9654,-30.8853,207.4597,-3.8571,-4.0658,5.0,993.17,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8100,2018-03-16 11:57:33:539
1.570007,-0.140671,10.940903,0.777224,0.418612,9.766835,0.721518,-0.530418,1.061873,5.7999,12.0648,28.1032,47.0,2.536,-12.9654,-30.8853,207.4594,-2.5904,-4.662,5.0,993.1667,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8140,2018-03-16 11:57:33:579
0.925964,0.012558,9.576202,0.707682,0.474651,9.769559,0.176539,-0.438903,-0.447931,1.2834,1.0176,13.3946,47.0,2.536,-12.2162,-30.8853,207.0336,-2.4465,-4.5499,5.0,993.1667,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8180,2018-03-16 11:57:33:619
1.210877,-0.001801,10.471634,0.794405,0.379231,9.767062,0.411105,-0.414457,0.643363,-13.7312,-12.1051,10.5865,47.0,2.536,-12.2162,-31.1844,206.486,-2.7743,-4.1431,5.0,993.17,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8220,2018-03-16 11:57:33:659
0.803864,0.089172,10.447693,0.775752,0.393573,9.767993,-0.017006,-0.277406,0.337308,15.5042,12.4312,8.2058,47.0,2.536,-12.2162,-31.9351,207.5002,-2.0769,-4.7613,5.0,993.17,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8260,2018-03-16 11:57:33:699
1.265945,0.462677,9.70549,0.744511,0.454568,9.767776,0.328631,-0.038082,-0.336871,7.8754,-1.3018,10.159,47.0,2.8366,-12.6663,-31.6345,205.1269,-2.5115,-4.3893,5.0,993.17,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8300,2018-03-16 11:57:33:739
1.584366,0.443527,9.774933,0.764639,0.462971,9.765826,0.675643,-0.093323,-0.265716,0.4284,-12.2887,1.8587,47.0,2.8366,-12.6663,-31.6345,205.1269,-2.5115,-4.3893,5.0,993.17,63.18407,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8340,2018-03-16 11:57:33:779
1.68013,0.438736,9.846756,0.787136,0.463712,9.764003,0.878908,-0.029414,-0.16778,-5.98,-8.3212,-18.8937,47.0,2.8366,-12.6663,-31.6345,205.8318,-2.7103,-4.609,5.0,993.18,53.68416,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8380,2018-03-16 11:57:33:819
1.256363,0.321411,10.069412,0.946613,0.429863,9.751387,0.292491,-0.089192,0.08878,-9.2759,-6.4293,-17.1845,47.0,2.3865,-12.6663,-31.7856,203.5464,-2.6256,-5.4442,5.0,993.18,53.68416,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8420,2018-03-16 11:57:33:859
1.306641,-0.030533,10.256165,0.982722,0.393907,9.749332,0.355848,-0.391352,0.286675,-3.4778,-2.767,-34.0911,47.0,1.9363,-12.6663,-31.485,203.3677,-2.3362,-5.7064,5.0,993.17,53.68416,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8460,2018-03-16 11:57:33:899
1.151016,-0.073624,10.009552,0.988052,0.408843,9.748179,0.127532,-0.474925,0.035735,0.1233,-2.5223,-48.2515,47.0,1.9363,-12.2162,-31.485,205.4421,-2.3328,-5.778,5.0,993.17,53.68416,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8501,2018-03-16 11:57:33:940
0.557251,-0.018555,9.566635,0.98277,0.429868,9.747808,-0.336149,-0.474803,-0.350046,-6.5902,-1.4854,-56.9181,47.0,2.2354,-12.3657,-31.485,205.6211,-2.4695,-5.7886,5.0,993.17,53.68416,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8540,2018-03-16 11:57:33:979
0.600357,-0.183762,9.796478,0.959951,0.408112,9.751017,-0.333949,-0.584067,-0.174312,-7.2616,8.7689,-57.7119,47.0,2.536,-12.3657,-31.485,209.5814,-2.4484,-5.7013,5.0,993.1667,53.68416,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8581,2018-03-16 11:57:34:020
-0.266342,-0.025742,8.683167,0.82251,0.358174,9.76553,-1.049866,-0.426151,-1.42271,-17.0272,17.9854,-48.5566,47.0,4.1855,-12.2162,-31.1844,212.0844,-2.2802,-5.13,5.0,993.1567,53.68416,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8620,2018-03-16 11:57:34:059
-0.326202,0.084396,9.154831,0.667641,0.200134,9.78185,-0.928115,-0.12332,-1.093346,-40.8308,34.8307,-40.3167,47.0,4.9362,-12.0651,-31.0348,211.9729,-1.1694,-3.9046,5.0,993.1567,53.68416,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8660,2018-03-16 11:57:34:099
-0.766739,-0.09996,10.945694,0.349735,-0.067344,9.80018,-1.170139,-0.061211,0.957293,-18.2485,32.2061,-22.4948,47.0,4.9362,-10.5652,-31.0348,208.5599,0.3935,-2.0438,5.0,993.1333,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8700,2018-03-16 11:57:34:139
-1.063614,-0.37529,9.52832,0.170176,-0.14018,9.804172,-1.276926,-0.169029,-0.457656,-9.8862,20.1212,-5.2823,47.0,5.8365,-9.5154,-31.0348,212.6432,0.7245,-1.2139,5.0,993.1199,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8740,2018-03-16 11:57:34:179
-0.615906,-0.423187,10.301651,0.011025,-0.307026,9.801837,-0.631759,-0.134877,0.364364,-23.9242,13.774,1.4312,47.0,6.7352,-9.6649,-31.1844,212.6432,0.7245,-1.2139,5.0,993.1199,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8780,2018-03-16 11:57:34:219
-0.388458,-0.69133,11.515518,-0.023175,-0.389279,9.798893,-0.528138,-0.314638,1.358314,4.0907,-2.9498,-6.8088,47.0,6.5857,-9.6649,-31.485,212.6823,1.7941,-0.0644,5.0,993.1133,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8820,2018-03-16 11:57:34:259
-1.247971,-0.439941,10.615295,0.08357,-0.328765,9.800781,-1.30897,-0.16401,0.632593,8.7295,-23.5186,2.7128,47.0,6.8863,-9.6649,-31.485,211.6815,2.275,0.1355,5.0,993.1333,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8860,2018-03-16 11:57:34:299
-0.168182,-0.404022,10.828369,0.26869,-0.283984,9.798855,-0.469412,-0.131443,0.793756,16.2368,-30.782,10.7089,47.0,6.8863,-9.6649,-31.485,213.364,1.9212,-0.4885,5.0,993.1333,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8900,2018-03-16 11:57:34:339
-0.994186,-0.150238,9.628876,0.41112,-0.111386,9.797396,-0.975711,-0.216981,0.174899,33.0822,-14.5469,5.0935,50.0,5.8365,-10.1151,-31.485,216.5387,1.4953,-1.8596,5.0,993.1434,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8940,2018-03-16 11:57:34:379
-1.058823,-0.080811,8.999207,0.540396,0.028059,9.791709,-1.454868,-0.193066,-1.05251,1.4049,-31.331,20.352,50.0,4.4861,-11.3159,-31.1844,216.186,0.2106,-2.5954,5.0,993.1467,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,8980,2018-03-16 11:57:34:419
-1.010941,-0.590775,9.906601,0.684306,-0.040342,9.782662,-1.948645,-0.61419,0.047249,-10.5576,-5.3916,25.4184,47.0,4.0359,-10.5652,-31.1844,210.8283,-0.1231,-3.5811,5.0,993.1467,56.66487,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9020,2018-03-16 11:57:34:459
-3.855255,-1.014542,11.572968,0.66236,-0.074027,9.783977,-5.441052,-1.152741,1.854551,9.2174,-7.1611,66.6775,50.0,4.0359,-10.7162,-31.1844,208.9457,0.2357,-4.0014,5.0,993.14,59.50731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9061,2018-03-16 11:57:34:500
-3.115448,-1.773514,11.89859,0.549089,0.136462,9.790316,-3.287978,-1.942112,1.726338,57.4357,31.5347,146.6945,50.0,4.0359,-11.3159,-31.1844,208.4477,0.4325,-3.8729,5.0,993.14,59.50731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9100,2018-03-16 11:57:34:539
-3.781036,-1.371277,11.048645,0.286049,0.446181,9.792318,-4.111584,-1.838566,0.968657,57.0693,33.8541,166.2265,50.0,3.8864,-11.4655,-30.8853,207.8074,-1.5816,-2.5048,5.0,993.14,59.50731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9140,2018-03-16 11:57:34:579
-4.755478,-2.120666,12.114059,0.368663,0.689506,9.775431,-5.145887,-2.770991,1.961118,44.7405,3.4586,221.0971,47.0,2.3865,-11.7661,-30.8853,196.0385,-3.3738,-1.7032,5.0,993.14,59.50731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9180,2018-03-16 11:57:34:619
-3.649353,-2.592331,12.896973,0.216521,1.016037,9.751471,-3.743915,-3.602386,2.6399,108.8879,70.109,261.6857,44.0,0.8865,-15.3656,-30.8853,188.2019,-5.9469,-1.272,5.0,993.1533,59.50731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9220,2018-03-16 11:57:34:659
-3.948624,-3.061584,10.541077,0.115938,1.619269,9.671346,-4.072682,-4.703412,0.614752,75.6239,26.4692,289.2119,39.0,-0.4639,-15.6662,-30.5847,188.2019,-5.9469,-1.272,5.0,993.1533,59.50731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9260,2018-03-16 11:57:34:699
-2.794632,-4.821335,11.434113,0.194041,2.218446,9.550458,-4.260205,-6.530218,2.020854,97.6579,64.0058,334.7444,39.0,-1.9638,-16.8655,-29.8355,177.3723,-10.4685,-1.0085,5.0,993.1533,59.50731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9300,2018-03-16 11:57:34:739
-2.804199,-4.78302,11.357498,0.269576,2.626381,9.444567,-3.232284,-7.616084,1.704061,112.5502,99.5892,344.7539,36.0,-4.364,-18.515,-28.7857,167.5978,-13.0745,-1.1639,5.0,993.16,59.50731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9340,2018-03-16 11:57:34:779
-2.306213,-4.581909,8.843582,0.117333,3.342559,9.218673,-3.630306,-7.909139,0.358081,114.6869,157.3282,392.911,34.0,-6.3141,-18.515,-28.7857,149.6324,-17.9133,-1.2939,5.0,993.16,57.20604,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9380,2018-03-16 11:57:34:819
0.858933,-4.040817,8.793304,0.391371,3.654864,9.09171,0.479166,-7.825372,-0.470815,37.3547,90.8614,349.0876,34.0,-7.5134,-18.3655,-28.7857,138.0422,-21.0359,-0.8853,5.0,993.1467,57.20604,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9420,2018-03-16 11:57:34:859
-0.522522,-4.062363,8.632889,0.594754,3.561848,9.117559,-1.111452,-7.708564,-0.715655,-5.736,98.1239,336.7587,31.0,-8.7143,-16.8655,-28.7857,131.5378,-21.9089,-2.9882,5.0,993.1333,57.20604,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9460,2018-03-16 11:57:34:899
2.831741,-3.97139,9.403824,0.706861,3.320091,9.200419,2.054237,-7.358564,0.077299,-1.3411,118.0825,316.7389,31.0,-9.0134,-13.4155,-29.2343,105.7288,-20.3242,-4.3303,5.0,993.1333,57.20604,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9500,2018-03-16 11:57:34:939
2.925125,-3.909134,9.535507,0.595443,3.018573,9.311502,2.381889,-6.967767,0.096472,-31.4315,107.1577,249.112,31.0,-9.0134,-11.1649,-31.1844,93.473,-18.5117,-3.8741,5.0,993.0933,57.20604,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9540,2018-03-16 11:57:34:979
1.629852,-3.913925,10.169968,0.48752,2.620944,9.437339,1.177616,-6.566855,0.554265,-80.5652,71.2691,189.2362,31.0,-7.5134,-7.4158,-31.485,75.614,-15.5014,-2.9572,5.0,993.08,57.20604,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9580,2018-03-16 11:57:35:019
1.194107,-3.217209,11.489182,0.344502,1.896773,9.615297,0.526492,-5.267916,1.817126,-78.1846,50.9442,174.9543,34.0,-5.7144,-3.8162,-32.0847,64.6064,-11.1523,-2.0519,5.0,993.08,57.20604,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9620,2018-03-16 11:57:35:059
2.874848,-2.812591,11.333557,0.18493,1.273498,9.72185,2.446576,-4.127611,1.576152,-63.17,51.9208,143.0331,34.0,-5.2643,-3.215,-34.3353,62.6365,-8.588,-1.4924,5.0,993.0999,57.20604,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9661,2018-03-16 11:57:35:100
3.119049,-2.05603,10.758942,-0.016573,0.806127,9.773447,2.970689,-2.890284,0.973254,-73.9732,18.2293,97.9893,34.0,-4.8141,-0.8163,-34.6344,62.2808,-5.7773,-0.3001,5.0,993.1333,58.14685,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9701,2018-03-16 11:57:35:140
4.222779,-2.381637,11.086945,0.175306,0.200856,9.803025,4.117636,-2.55944,1.061455,-91.1849,-46.0405,57.4007,34.0,-2.4139,3.3844,-33.8852,21.7838,-2.1192,-0.504,5.0,993.1333,58.14685,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9740,2018-03-16 11:57:35:179
1.811813,-2.537262,11.675919,0.421885,-0.289283,9.7933,1.269828,-2.109812,1.716103,-50.536,-19.4908,10.5865,34.0,-3.6148,3.9841,-32.8354,40.4577,1.6904,-2.4667,5.0,993.1533,58.14685,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9780,2018-03-16 11:57:35:219
1.694504,-2.032089,11.651978,0.542601,-0.585512,9.774106,0.973567,-1.488556,1.677764,-11.4118,-4.1099,23.0377,34.0,-4.0634,5.1849,-32.8354,35.0246,3.0912,-3.0376,5.0,993.1667,58.14685,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9820,2018-03-16 11:57:35:259
-0.144241,-1.301849,10.251373,0.423409,-0.570944,9.780856,-0.443825,-0.695678,0.32026,8.1193,19.0834,48.7332,31.0,-4.364,6.0837,-32.5348,30.5161,3.3744,-2.8054,5.0,993.1667,58.14685,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9860,2018-03-16 11:57:35:299
1.589157,-0.964264,11.414948,0.4693,-0.624713,9.775474,1.036639,-0.319984,1.385014,-1.8298,-28.8901,79.739,31.0,-4.2145,6.0837,-32.5348,33.4563,3.5367,-2.4143,5.0,993.17,58.14685,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9900,2018-03-16 11:57:35:339
2.999344,-0.904419,10.878647,0.626618,-0.575341,9.769683,2.000976,-0.299415,0.697284,26.1248,-31.2095,41.0432,34.0,-3.1647,6.0837,-32.5348,12.2914,3.3634,-3.6699,5.0,993.1533,58.14685,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9940,2018-03-16 11:57:35:379
1.052857,-0.447128,10.153214,0.809152,-0.393825,9.765273,0.296465,-0.078738,0.179422,19.2889,-19.4296,24.6245,31.0,-3.3142,6.0837,-32.5348,12.2914,3.3634,-3.6699,5.0,993.1533,58.14685,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,9980,2018-03-16 11:57:35:419
0.53331,-0.044891,10.957657,0.909006,-0.33442,9.758702,-0.371354,0.305997,0.967629,10.7438,-6.6121,52.274,31.0,-3.3142,6.2347,-32.5348,3.248,2.3016,-4.7367,5.0,993.14,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10020,2018-03-16 11:57:35:459
1.134262,-0.542892,10.814011,0.774112,-0.265987,9.77243,0.30728,-0.253503,0.816499,21.4859,38.7369,71.6215,31.0,-3.3142,6.2347,-32.5348,1.2148,1.7521,-5.0117,5.0,993.1301,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10060,2018-03-16 11:57:35:499
0.971451,-0.425568,10.723038,0.477843,-0.117929,9.794291,0.129286,-0.212421,0.493069,28.8708,36.1124,58.4988,31.0,-3.0136,6.3843,-32.5348,7.8588,1.3222,-3.9452,5.0,993.1301,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10100,2018-03-16 11:57:35:539
-0.658997,0.874481,9.444519,0.35772,0.030359,9.800076,-0.973188,0.848137,-0.589322,17.7624,-6.5509,89.0779,31.0,-1.5137,5.1849,-32.6843,6.9885,0.4293,-2.4586,5.0,993.1199,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10140,2018-03-16 11:57:35:579
0.851746,0.802658,8.917801,0.404402,0.18698,9.796523,0.396758,0.642234,-1.12909,26.3075,-1.5457,92.2515,31.0,-0.0137,5.0339,-32.5348,346.2928,-0.4246,-2.2214,5.0,993.11,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10180,2018-03-16 11:57:35:619
-1.245575,1.82019,9.303268,0.329689,0.339045,9.79524,-1.250257,1.329507,-0.950341,31.8005,13.2241,116.5438,31.0,0.1358,4.8843,-32.5348,347.9321,-1.5326,-2.1832,5.0,993.11,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10220,2018-03-16 11:57:35:659
1.311432,0.862503,8.65683,0.333343,0.53784,9.786215,0.303778,0.470529,-1.318191,29.4811,7.0597,145.2302,31.0,0.7355,4.8843,-32.6843,342.6613,-3.1439,-1.9509,5.0,993.11,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10260,2018-03-16 11:57:35:699
2.817383,0.330994,9.226654,0.142659,0.711907,9.779735,2.828489,-0.45726,-0.784752,24.538,58.1464,114.6519,34.0,1.1856,4.4342,-32.6843,342.6613,-3.1439,-1.9509,5.0,993.1033,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10300,2018-03-16 11:57:35:739
1.893219,0.496185,9.750992,0.021879,0.738194,9.778803,1.882858,-0.26351,-0.22743,-6.1024,-4.9641,63.4427,34.0,3.4363,3.9841,-32.8354,331.3887,-4.163,-0.8357,5.0,993.1033,51.44969,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10340,2018-03-16 11:57:35:779
1.778305,0.29747,10.481216,0.199587,0.673856,9.781435,1.381798,-0.279192,0.142678,-1.4635,-6.4293,30.545,34.0,3.4363,3.5339,-32.8354,330.6891,-4.317,-0.1282,5.0,993.11,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10381,2018-03-16 11:57:35:820
1.040878,0.453094,10.134064,0.006011,0.790188,9.774761,1.061074,-0.340966,0.183219,31.8005,59.2445,2.0414,34.0,3.4363,3.5339,-33.1345,328.7134,-3.8881,-1.3587,5.0,993.1167,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10420,2018-03-16 11:57:35:859
0.121506,0.493805,9.061447,-0.288554,0.947306,9.756523,0.337129,-0.447074,-0.877371,9.401,17.1915,-32.2603,34.0,3.4363,3.5339,-33.4351,335.5601,-4.6217,-0.0352,5.0,993.1167,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10460,2018-03-16 11:57:35:899
-0.51535,0.560837,10.031113,-0.263925,0.930589,9.758829,-0.438766,-0.206807,-0.50414,-18.3088,-44.0874,-36.6544,34.0,3.4363,2.9343,-32.3853,341.8757,-5.5433,1.6941,5.0,993.14,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10501,2018-03-16 11:57:35:940
-0.132278,0.141846,11.225815,-0.132637,0.894318,9.764886,-0.017115,-0.769402,1.193651,29.0544,28.4223,-38.1809,34.0,3.5858,2.9343,-32.6843,329.3852,-5.2324,0.7782,5.0,993.1434,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10540,2018-03-16 11:57:35:979
-0.532104,0.386063,9.135681,-0.365386,1.090978,9.738925,-0.131253,-0.732172,-0.704274,38.0261,34.404,-42.4534,34.0,3.5858,2.9343,-33.1345,329.3852,-5.2324,0.7782,5.0,993.1367,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10581,2018-03-16 11:57:36:020
-0.639847,0.591965,9.128494,-0.259915,0.996683,9.752407,-0.287374,-0.435259,-0.575536,-45.2869,-58.7969,-45.4434,34.0,3.8864,2.6337,-32.9849,339.6455,-6.732,2.5174,5.0,993.1367,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10620,2018-03-16 11:57:36:059
0.147842,0.012558,10.926544,-0.022975,0.79823,9.774082,0.147338,-0.786168,0.891159,-16.1118,-27.5472,-53.1955,34.0,3.5858,2.6337,-32.9849,329.0307,-5.1575,0.7356,5.0,993.1301,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10661,2018-03-16 11:57:36:100
-0.144241,-0.004196,10.837952,0.021881,0.767343,9.776558,-0.076787,-0.789622,0.886666,-2.5625,-12.7153,-56.2467,34.0,3.5858,2.6337,-32.9849,325.3577,-4.6689,0.1347,5.0,993.1434,54.51734,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10701,2018-03-16 11:57:36:140
-0.196915,0.35733,10.423752,0.198573,0.783215,9.773307,-0.425881,-0.451467,0.402908,-9.4587,-25.7768,-43.0636,31.0,2.536,2.9343,-32.9849,325.3577,-4.6689,0.1347,5.0,993.1434,49.53615,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10741,2018-03-16 11:57:36:180
0.13588,0.433945,10.63205,0.127471,0.827559,9.770839,-0.012226,-0.422957,0.665773,26.0024,32.6337,-52.1577,31.0,0.8865,3.2349,-32.9849,346.0833,-4.8408,-0.7474,5.0,993.1733,49.53615,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10780,2018-03-16 11:57:36:219
-0.745193,0.781097,9.437347,-0.173876,1.018169,9.752102,-0.683793,-0.206923,-0.616068,19.0441,32.5725,-57.8334,31.0,1.1856,2.6337,-32.9849,356.3271,-5.9594,1.0215,5.0,993.1833,49.53615,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10821,2018-03-16 11:57:36:260
-0.805038,0.745194,10.660782,-0.391852,1.025352,9.745024,-0.564291,-0.233171,0.421707,-4.2708,24.1498,-46.4199,31.0,2.3865,2.3346,-32.9849,352.9591,-6.0016,2.3026,5.0,993.1833,49.53615,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10860,2018-03-16 11:57:36:299
-0.723648,0.551254,10.687119,-0.640188,1.037554,9.730572,-0.135503,-0.491894,0.678575,12.0867,26.9571,-53.8669,31.0,2.2354,2.034,-32.9849,352.9591,-6.0016,2.3026,5.0,993.1833,49.53615,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10900,2018-03-16 11:57:36:339
